,ID,Resort,Latitude_x,Longitude_x,Country_x,Continent_x,Price,Season,Highest point,Lowest point,Beginner slopes,Intermediate slopes,Difficult slopes,Total slopes,Longest run,Snow cannons,Surface lifts,Chair lifts,Gondola lifts,Total lifts,Lift capacity,Child friendly,Snowparks,Nightskiing,Summer skiing,Resort Name,Continent_y,Country_y,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/beginner lift,Sunkid Moving Carpet,Adult,Youth,Child,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Combined installation (gondola and chair),People mover,Cog railway,Funicular,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing,harvesine_distance,Month,Latitude_y,Longitude_y,Snow
51,352,Vitosha-Sofia,42.6167377,23.27422928,Bulgaria,Europe,18,December - April,2290,726,12,6,2,20,5,0,8,5,2,15,12450,Yes,No,Yes,No,vitosha-sofia,Europe,Bulgaria,,http://www.skiresort.info/ski-resort/vitosha-sofia/,2290,12.0,6.0,2.0,,0.0,0.0,0.0,0.0,,"BGN 35,- ","BGN 28,-","BGN 21,-",2.5,2.8,3.4,,,,,,,,,,,,,,,,,,,,,,5278.087963071545,2022-01-01,39.125,29.375,59.84
52,139,Arosa Lenzerheide,46.7548885,9.566024408,Switzerland,Europe,63,October - April,2865,1229,111,87,27,225,4,0,24,18,8,50,63936,Yes,Yes,Yes,No,arosa-lenzerheide,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/arosa-lenzerheide/,2865,111.0,87.0,27.0,0.0,0.0,0.0,0.0,,0.0,"SFr. 75,- ","SFr. 50,-","SFr. 25,-",5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,0.0,,,,,5281.725640561678,2022-01-01,36.875,32.375,100.0
53,365,Carezza Ski,46.42089735,11.58845807,Italy,Europe,41,December - April,2337,1200,21,14,3,38,7,175,13,5,2,20,19200,Yes,Yes,No,No,carezza-ski,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol),http://www.skiresort.info/ski-resort/carezza-ski/,2337,19.0,16.2,4.8,,0.0,0.0,0.0,0.0,0.0,€ 44.50 ,"€ 33,-","€ 18,-",3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,,0.0,,,,,5284.237207005192,2022-12-01,44.375,19.125,23.62
54,337,Mythenregion,47.0217081,8.723539208,Switzerland,Europe,39,December - March,1070,573,18,31,1,50,0,55,11,0,4,15,12592,Yes,Yes,No,No,mythenregion,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/mythenregion/,1593,18.0,31.0,1.0,0.0,0.0,,0.0,,,"SFr. 45,- ","SFr. 40,-","SFr. 30,-",3.2,3.4,2.8,,,,,,,,,,,,,,,,,,,,,,5296.911142343419,2022-01-01,47.625,1.125,5.12
55,350,Rigi,47.0567184,8.4853157,Switzerland,Europe,44,Unknown,1315,439,4,4,0,8,0,0,4,0,3,7,6500,Yes,No,No,No,rigi,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/rigi/,1752,4.5,4.5,0.0,0.0,,,0.0,,,"SFr. 50,- ",0,"SFr. 25,-",2.0,2.0,2.0,,,,,,,,,,,,,,,,,,0.0,,,,5297.068186346758,2022-12-01,47.625,-1.375,6.69
56,276,Arabba,46.4971763,11.8740902,Italy,Europe,49,December - April,2478,1602,32,22,8,62,4,620,3,16,4,23,43973,Yes,Yes,No,No,arabba,Europe,Italy,Venetia (Veneto),http://www.skiresort.info/ski-resort/arabba/,2478,32.0,22.0,8.0,0.0,0.0,0.0,0.0,,,"€ 50,- ",0,"€ 35,-",5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,,0.0,,,,,5298.416429938602,2022-02-01,45.875,14.625,8.27
57,258,Scuol-Motta Naluns,46.811169,10.2726212,Switzerland,Europe,50,December - April,2785,1250,27,32,11,70,10,136,6,6,1,13,18000,Yes,Yes,No,No,scuol-motta-naluns,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/scuol-motta-naluns/,2785,27.0,32.0,11.0,,0.0,0.0,0.0,,0.0,"SFr. 57,- ","SFr. 47,-","SFr. 29,-",4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,,,,,,,5300.364500316205,2022-12-01,40.375,27.875,100.0
58,397,Meran 2000,46.6655583,11.3071256,Italy,Europe,39,December - March,1609,648,12,25,3,40,5,0,3,5,2,10,9478,Yes,Yes,No,No,meran-2000,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol),http://www.skiresort.info/ski-resort/meran-2000/,2350,12.0,25.0,3.0,0.0,0.0,0.0,,,0.0,"€ 41,- ","€ 37,-",€ 31.50,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,,,,,,,5304.659804862631,2022-11-01,46.875,10.125,100.0
59,167,Alta Badia,46.56467025,11.91021932,Italy,Europe,52,December - April,2550,1324,70,52,8,130,8,391,18,30,11,59,89327,Yes,Yes,No,No,alta-badia,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol),http://www.skiresort.info/ski-resort/alta-badia/,2550,70.0,52.0,8.0,0.0,0.0,0.0,0.0,,,"€ 54,- ","€ 38,-",0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,,,,0.0,,,5306.394311699106,2022-12-01,47.125,8.625,11.81
60,110,Gargellen,46.9721035,9.9187223,Austria,Europe,47,December - April,2300,1423,20,5,2,27,6,83,5,3,1,9,10650,Yes,Yes,No,No,gargellen,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/gargellen/,2300,20.8,5.3,2.0,,0.0,0.0,0.0,,0.0,€ 47.50 ,0,€ 27.30,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,,,,,,,5311.378131061087,2022-02-01,43.375,22.375,4.33
61,249,Nauders am Reschenpass-Bergkastel,46.87101815,10.53500477,Austria,Europe,42,December - April,2850,1400,24,34,13,71,9,92,11,5,1,17,17651,Yes,Yes,No,No,nauders-am-reschenpass-bergkastel,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/nauders-am-reschenpass-bergkastel/,2740,24.0,34.0,13.0,,0.0,0.0,0.0,,0.0,"€ 41,- ","€ 40,-",€ 25.50,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,,,,,,,5311.6892689648985,2022-01-01,36.625,33.125,41.34
62,267,Flumserberg,47.0828502,9.276589934,Switzerland,Europe,51,November - April,665,425,10,38,17,65,6,0,9,8,4,21,30867,Yes,Yes,Yes,No,flumserberg,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/flumserberg/,2222,10.0,38.0,17.0,,0.0,0.0,0.0,0.0,0.0,"SFr. 58,- ","SFr. 38,-","SFr. 29,-",4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,,,,,,,5312.416972354644,2022-03-01,39.875,28.875,21.65
63,438,Kobla-Bohinj,46.2338617,13.9650643,Slovenia,Europe,22,December - March,1480,540,12,10,1,23,0,30,3,3,0,6,5720,Yes,No,No,No,kobla-bohinj,Europe,Slovenia,Gorenjska (Upper Carniola),http://www.skiresort.info/ski-resort/kobla-bohinj/,1480,12.0,10.0,1.0,,,0.0,0.0,,,"€ 22,- ",0,"€ 16,-",2.6,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,5318.978921244459,2022-10-01,43.875,21.375,3.15
64,3,Golm,47.05781,9.8281668,Austria,Europe,48,December - April,2110,650,13,12,1,26,9,123,4,4,3,11,16240,Yes,No,No,No,golm,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/golm/,2110,13.0,12.0,1.5,,0.0,0.0,0.0,0.0,0.0,€ 47.50 ,0,€ 27.50,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,,,,,,,5319.060364564269,2022-01-01,43.875,21.375,18.11
65,119,Silvretta Montafon,47.03503335,9.976778589,Austria,Europe,53,November - April,2430,700,60,45,8,113,12,330,25,18,10,53,67472,Yes,Yes,No,No,silvretta-montafon,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/silvretta-montafon/,2430,60.0,45.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,€ 52.50 ,0,"€ 30,-",5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,,,,,,,5319.209281962114,2022-01-01,46.375,13.375,88.19
66,419,Malbun,47.102619,9.6083069,Liechtenstein,Europe,42,December - April,2000,1600,11,9,3,23,4,16,6,3,0,9,8800,Yes,Yes,No,No,malbun,Europe,Liechtenstein,,http://www.skiresort.info/ski-resort/malbun/,2000,11.0,9.0,3.0,,,0.0,0.0,0.0,0.0,"SFr. 48,- ","SFr. 37,-","SFr. 29,-",2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,0.0,,,,,5320.120904840825,2022-01-01,41.625,26.125,1.18
67,47,Obergurgl-Hochgurgl,46.879426,11.0387065,Austria,Europe,50,November - May,3082,1793,35,55,20,110,8,320,13,7,8,28,38861,Yes,Yes,Yes,No,obergurgl-hochgurgl,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/obergurgl-hochgurgl/,3082,35.0,55.0,20.0,,0.0,0.0,0.0,0.0,0.0,"€ 52,- ","€ 40,-","€ 34,-",4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,,,,,,,5322.264098165927,2022-01-01,43.375,22.625,3.15
68,324,Gitschberg Jochtal,46.82666885,11.6645207,Italy,Europe,46,December - April,1354,772,17,25,9,51,6,90,14,4,6,24,23617,Yes,Yes,No,No,gitschberg-jochtal,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol),http://www.skiresort.info/ski-resort/gitschberg-jochtal/,2510,17.3,25.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,"€ 46,- ","€ 33,-",0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,,,,,,,5329.233195094188,2022-01-01,44.375,20.375,62.6
69,101,Serfaus-Fiss-Ladis,47.0530324,10.61913705,Austria,Europe,49,December - April,2820,1200,47,123,28,198,10,1250,40,16,12,68,78460,Yes,Yes,Yes,No,serfaus-fiss-ladis,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/serfaus-fiss-ladis/,2820,47.0,123.0,28.0,,0.0,0.0,0.0,0.0,0.0,"€ 51,- ","€ 44,-","€ 31,-",5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,,0.0,,,5332.878891175594,2022-03-01,37.125,32.875,38.98
70,401,Tarvisio-Monte Lussari,46.4817326,13.5208066,Italy,Europe,35,December - April,1752,754,9,11,5,25,0,0,5,8,2,15,17354,Yes,Yes,Yes,No,tarvisio-monte-lussari,Europe,Italy,Friuli-Venezia Giulia,http://www.skiresort.info/ski-resort/tarvisio-monte-lussari/,1752,9.0,11.0,5.0,,0.0,0.0,0.0,,,"€ 35,- ","€ 26,-",0,2.6,2.9,3.9,,,,,,,,,,,,,,,,,0.0,,,,,5334.174282616888,2022-01-01,46.625,12.875,92.13
71,180,Nassfeld-Hermagor,46.58465625,13.24612886,Austria,Europe,46,December - April,2002,600,30,69,11,110,7,483,16,9,5,30,49386,Yes,Yes,Yes,No,nassfeld-hermagor,Europe,Austria,Carinthia (Kärnten),http://www.skiresort.info/ski-resort/nassfeld-hermagor/,2002,30.0,69.0,11.0,,0.0,0.0,0.0,0.0,,"€ 47,- ","€ 38,-","€ 24,-",4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,,,,,,,5338.503978545569,2022-01-01,47.875,4.125,0.79
72,84,Kranjska Gora,46.485132,13.7843957,Slovenia,Europe,33,December - April,1215,800,10,8,2,20,2,0,15,5,0,20,17774,Yes,Yes,Yes,No,kranjska-gora,Europe,Slovenia,Gorenjska (Upper Carniola),http://www.skiresort.info/ski-resort/kranjska-gora/,1215,10.0,8.0,2.0,,,0.0,0.0,,,€ 32.50 ,"€ 27,-","€ 20,-",2.4,2.7,2.8,,,,,,,,,,,,,,,,,0.0,,,,,5340.942526090295,2022-01-01,43.125,23.625,11.02
73,100,Elfer Neustift,47.1064691,11.3079828,Austria,Europe,29,December - March,2080,981,0,7,0,7,5,0,3,0,1,4,2980,Yes,No,No,No,elfer-neustift,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/elfer-neustift/,2080,0.0,7.0,0.0,,0.0,,0.0,,0.0,€ 29.80 ,€ 22.40,€ 14.90,2.1,1.6,3.9,,,,,,,,,,,,,,,,,,,,,,5351.962218162244,2022-12-01,48.125,-0.875,6.69
74,417,Hochoetz-Oetz,47.22172465,11.02137443,Austria,Europe,37,December - April,1410,820,12,21,3,36,5,89,7,6,2,15,17422,Yes,Yes,No,No,hochoetz-oetz,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/hochoetz-oetz/,2272,12.0,21.0,3.0,,0.0,0.0,0.0,,0.0,"€ 39,- ","€ 29,-",€ 19.50,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,,,,,,,5358.706170467397,2022-01-01,45.375,18.375,1.97
75,449,Schetteregg-Egg,47.4167682,9.9826655,Austria,Europe,32,November - March,1325,1070,3,6,1,10,1,6,7,1,0,8,6642,Yes,Yes,No,No,schetteregg-egg,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/schetteregg-egg/,1325,3.0,6.0,1.0,,,0.0,0.0,,0.0,€ 32.50 ,"€ 27,-","€ 18,-",2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,,,,,,,5360.590438682686,2022-01-01,46.875,12.875,99.61
76,105,Axamer Lizum,47.1943801,11.3030187,Austria,Europe,38,November - April,2340,1580,7,21,2,30,3,0,3,6,1,10,13322,Yes,Yes,No,No,axamer-lizum,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/axamer-lizum/,2340,7.0,21.0,2.0,,,0.0,0.0,,,€ 38.50 ,"€ 31,-","€ 23,-",3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,,,,0.0,,,5361.294365596998,2022-02-01,40.125,29.375,0.39
77,375,Gerlitzen,46.69476,13.9143318,Austria,Europe,45,December - April,1000,520,10,27,3,40,7,120,10,7,1,18,22220,Yes,Yes,No,No,gerlitzen,Europe,Austria,Carinthia (Kärnten),http://www.skiresort.info/ski-resort/gerlitzen/,1911,10.5,27.8,3.3,,0.0,0.0,0.0,0.0,0.0,"€ 46,- ","€ 37,-","€ 23,-",3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,,,,,,5366.206491720382,2022-02-01,38.375,31.875,66.54
78,470,Grasgehren-Bolgengrat,47.4425742,10.1761213,Germany,Europe,25,November - April,1700,1400,3,8,0,11,2,10,5,1,0,6,5140,Yes,Yes,No,No,grasgehren-bolgengrat,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/grasgehren-bolgengrat/,1700,3.1,8.5,0.0,,,0.0,0.0,0.0,0.0,"€ 26,- ",€ 22.50,"€ 16,-",2.1,2.1,2.3,,,,,,,,,,,,,,,,,,,,,,5366.794245778771,2022-01-01,45.375,18.625,5.12
79,423,Glungezer-Tulfes,47.2075977,11.5283837,Austria,Europe,30,December - April,2304,950,7,15,0,22,15,2,6,2,0,8,7116,Yes,Yes,No,No,glungezer-tulfes,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/glungezer-tulfes/,2304,7.0,15.5,0.5,,,0.0,0.0,0.0,0.0,€ 29.50 ,"€ 24,-","€ 18,-",2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,,,,,,,5367.228931091254,2022-01-01,44.375,21.375,57.09
80,443,Nebelhorn-Oberstdorf,47.4218727,10.3423461,Germany,Europe,44,December - May,2224,828,2,5,4,11,7,30,3,2,3,8,5990,Yes,No,No,No,nebelhorn-oberstdorf,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/nebelhorn-oberstdorf/,2224,2.8,5.1,4.0,0.0,,0.0,0.0,,0.0,"€ 47,- ","€ 36,-","€ 18,-",2.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,5.0,,,,,,,5367.542861515682,2022-01-01,45.125,19.375,22.05
81,308,Grossglockner Heiligenblut,47.0745464,12.6938826,Austria,Europe,44,December - April,2989,1301,20,34,1,55,7,60,8,1,4,13,12500,Yes,No,No,No,grossglockner-heiligenblut,Europe,Austria,Carinthia (Kärnten),http://www.skiresort.info/ski-resort/grossglockner-heiligenblut/,2989,20.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"€ 44,- ","€ 35,-","€ 22,-",3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,,,,,,,5377.795869268785,2022-01-01,38.125,32.375,50.0
82,339,Zugspitze,47.421215,10.986297,Germany,Europe,45,May,2000,700,7,13,0,20,2,0,4,2,4,10,13150,Yes,No,No,No,zugspitze,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/zugspitze/,2720,7.0,13.0,0.0,0.0,,0.0,0.0,,,"€ 45,- ","€ 36,-",€ 23.50,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,,,0.0,,,,5379.474940235459,2022-01-01,48.375,-0.625,0.79
83,460,Hochrindl-Sirnitz,46.8226776,14.0524733,Austria,Europe,32,December - March,1886,1540,5,11,3,19,2,30,11,1,0,12,7350,Yes,Yes,Yes,No,hochrindl-sirnitz,Europe,Austria,Carinthia (Kärnten),http://www.skiresort.info/ski-resort/hochrindl-sirnitz/,1886,5.4,11.4,3.8,,,0.0,0.0,0.0,0.0,"€ 33,- ","€ 27,-",€ 18.50,2.4,2.7,2.3,,,,,,,,,,,,,,,,,,,,,,5383.069444770938,2022-03-01,44.125,22.375,12.99
84,461,La Bresse-Hohneck,48.03400165,6.983339743,France,Europe,29,December,1350,872,13,7,1,21,0,300,12,6,0,18,21515,Yes,No,Yes,No,la-bresse-hohneck,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/la-bresse-hohneck/,1350,13.0,7.0,1.0,,,0.0,0.0,,0.0,€ 29.70 ,€ 28.30,€ 24.70,2.4,2.6,2.8,,,,,,,,,,,,,,,,,,,,,,5383.51585297908,2022-03-01,46.625,14.875,0.39
85,458,Kellerjoch-Schwaz,47.3302137,11.71804485,Austria,Europe,29,April,857,545,5,2,2,9,4,5,4,2,0,6,3786,Yes,No,No,No,kellerjoch-schwaz,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/kellerjoch-schwaz/,1887,5.5,2.4,2.1,,,0.0,0.0,,0.0,"€ 30,- ","€ 22,-","€ 18,-",2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,,,,,,,5384.216975047677,2022-11-01,46.875,13.875,12.2
86,364,Garmisch-Classic-Garmisch-Partenkirchen,47.4596073,11.07616628,Germany,Europe,43,December - April,2050,732,12,18,10,40,8,0,11,4,4,19,21090,Yes,Yes,No,No,garmisch-classic-garmisch-partenkirchen,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/garmisch-classic-garmisch-partenkirchen/,2050,13.9,19.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"€ 43,- ",€ 34.50,€ 23.50,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,,,,,,,5385.3311630574,2022-02-01,42.875,25.125,2.36
87,496,Kranzberg-Mittenwald,47.4513588,11.2286303,Germany,Europe,29,December,1350,980,6,7,2,15,2,8,9,1,0,10,5850,Yes,Yes,Yes,No,kranzberg-mittenwald,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/kranzberg-mittenwald/,1350,6.0,7.0,2.0,,,0.0,0.0,0.0,0.0,"€ 29,- ","€ 27,-","€ 20,-",2.2,2.5,2.4,,,,,,,,,,,,,,,,,0.0,,,,,5387.4082334278955,2022-02-01,42.375,26.125,7.09
88,355,Mariborsko Pohorje-Maribor,46.5153389,15.5782311,Slovenia,Europe,31,December - March,1327,325,23,13,5,41,0,92,16,5,1,22,23436,Yes,No,Yes,No,mariborsko-pohorje-maribor,Europe,Slovenia,Podravska,http://www.skiresort.info/ski-resort/mariborsko-pohorje-maribor/,1327,23.5,13.0,5.0,,0.0,0.0,0.0,,,"€ 31,- ","€ 26,-","€ 17,-",3.1,3.4,3.2,,,,,,,,,,,,,,,,,,,,,,5390.737551705438,2022-01-01,38.875,31.625,24.8
89,222,Graukogel-Bad Gastein,47.1110862,13.15623357,Austria,Europe,36,December - March,2007,1079,3,6,2,11,0,0,1,2,0,3,3352,Yes,No,No,No,graukogel-bad-gastein,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/graukogel-bad-gastein/,2007,3.5,6.4,2.0,,,0.0,0.0,,,"€ 36,- ","€ 29,-",€ 18.50,2.2,2.5,2.8,,,,,,,,,,,,,,,,,,,,,,5392.13777343457,2022-12-01,47.875,8.875,50.0
90,39,Reither Kogel-Reith im Alpbachtal,47.4005419,11.8601176,Austria,Europe,46,December - March,1280,670,1,3,0,4,0,0,4,0,1,5,4070,Yes,No,Yes,No,reither-kogel-reith-im-alpbachtal,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/reither-kogel-reith-im-alpbachtal/,1280,1.0,3.0,0.0,,0.0,,0.0,0.0,,€ 45.50 ,€ 36.50,€ 22.50,1.6,1.6,3.7,,,,,,,,,,,,,,,,,,,,,,5394.660562117858,2022-01-01,47.625,10.625,90.16
91,255,Katschberg,47.0593103,13.615553,Austria,Europe,46,November - April,2220,1066,10,50,10,70,6,750,9,6,2,17,26458,Yes,Yes,Yes,No,katschberg,Europe,Austria,Carinthia (Kärnten),http://www.skiresort.info/ski-resort/katschberg/,2220,10.0,50.0,10.0,,0.0,0.0,0.0,,0.0,€ 45.50 ,"€ 38,-","€ 23,-",3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,,,,,,,5397.409492683375,2022-01-01,39.875,30.375,33.07
92,395,Rauriser Hochalmbahnen-Rauris,47.223392,12.990109,Austria,Europe,43,December - April,2175,940,15,12,5,32,10,35,6,1,3,10,11927,Yes,Yes,No,No,rauriser-hochalmbahnen-rauris,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/rauriser-hochalmbahnen-rauris/,2175,15.0,12.5,5.0,,0.0,0.0,0.0,0.0,,€ 42.50 ,"€ 33,-",€ 21.50,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,5400.251831144487,2022-12-01,45.625,18.875,1.57
93,469,Christlum-Achenkirch,47.50747545,11.67908871,Austria,Europe,44,December - April,1800,950,6,16,5,27,4,0,9,4,0,13,12843,Yes,Yes,No,No,christlum-achenkirch,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/christlum-achenkirch/,1800,6.0,16.0,5.0,,,0.0,0.0,0.0,0.0,"€ 44,- ",0,"€ 23,-",2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,,,,,,,5402.398116483999,2022-09-01,47.375,12.375,3.54
94,363,Kreischberg,47.0634486,14.03933,Austria,Europe,44,December - April,2118,868,17,16,9,42,7,110,7,4,3,14,18808,Yes,Yes,No,No,kreischberg,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/kreischberg/,2118,17.0,16.0,9.0,,0.0,0.0,0.0,0.0,0.0,€ 44.50 ,€ 35.50,€ 23.50,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,,,,,,,5408.075168190054,2022-04-01,47.375,12.625,100.0
95,424,Fanningberg,47.1489018,13.6932252,Austria,Europe,41,December - April,2115,1497,11,5,7,23,4,36,4,2,0,6,7162,Yes,Yes,No,No,fanningberg,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/fanningberg/,2115,11.1,5.8,7.1,,,0.0,0.0,,0.0,"€ 41,- ","€ 30,-",€ 20.50,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,,,,,,,5408.715624188158,2022-12-01,48.375,5.875,100.0
96,99,Obertauern,47.2494362,13.5569603,Austria,Europe,46,November - May,2313,1630,61,35,4,100,5,280,11,18,2,31,50797,Yes,Yes,Yes,No,obertauern,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/obertauern/,2313,61.0,35.0,4.0,,0.0,0.0,0.0,,0.0,€ 45.50 ,"€ 34,-",€ 22.50,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,0.0,,,,,,5416.100930115762,2022-01-01,44.875,21.375,19.69
